Depth CCSF-A (mcd),Al/Ti
230.307137,0.548300878
230.327137,0.60708402
230.347137,0.580998249
230.367137,0.539031836
230.387137,0.576839827
230.407137,0.576042278
230.427137,0.754366812
230.457137,0.632639355
230.477137,0.602549247
230.497137,0.732363636
230.517137,0.640802676
230.537137,0.521788342
230.557137,0.585864486
230.577137,0.580681818
230.597137,0.677482154
230.627137,0.622979215
230.647137,0.47692953
230.667137,0.478401292
230.687137,0.496302063
230.722137,0.554388912
230.742137,0.535682023
230.762137,0.520870337
230.782137,0.423705722
230.802137,0.5
230.822137,0.545653124
230.842137,0.632418953
230.862137,0.547584888
230.882137,0.640372366
230.909137,0.605513784
230.929137,0.599324976
230.949137,0.544117647
230.969137,0.436331256
230.989137,0.497697974
231.009137,0.595874355
231.029137,0.56796918
231.049137,0.583945179
231.065137,0.583909181
231.092137,0.51532802
231.112137,0.534820621
231.132137,0.39803513
231.152137,0.427337398
231.172137,0.4628872
231.192137,0.408752328
231.212137,0.476534296
231.232137,0.421449656
231.247137,0.450870647
231.267137,0.499668655
231.287137,0.537088335
231.307137,0.653966831
231.327137,0.547317924
231.347137,0.534412955
231.367137,0.710286062
231.387137,0.512416428
231.402137,0.663814181
231.437137,0.737741047
231.479137,0.600995733
231.499137,0.600225225
231.519137,0.780271707
231.539137,0.730235365
231.559137,0.880662983
231.579137,0.979166667
231.599137,0.897756912
231.619137,0.956855225
231.639137,0.858747994
231.659137,0.785247432
231.679137,0.819351764
231.699137,0.973961219
231.719137,0.969983324
231.739137,0.812714777
231.759137,0.751983078
231.779137,0.803659395
231.875137,0.495471014
231.895137,0.839897534
231.915137,0.82079646
231.925137,0.78263528
231.967137,0.804504505
232.004137,0.697580645
232.024137,0.617015566
232.044137,0.704293432
232.064137,0.843857241
232.084137,0.743443174
232.104137,0.733233421
232.124137,0.896788163
232.144137,0.804818293
232.164137,0.757462687
232.184137,0.807024793
232.204137,0.741021548
232.247137,0.740899358
232.267137,0.773567178
232.287137,0.722264728
232.307137,0.713323713
232.327137,0.769350649
232.347137,0.716621253
232.367137,0.931370163
232.387137,0.91913215
232.407137,1.033687405
232.427137,1.013728014
232.437137,0.861196319
232.464137,0.835512732
232.484137,0.696344553
232.504137,1.149074074
232.532467,0.649226719
232.552467,0.633779943
232.572467,0.846616066
232.592467,0.753589891
232.612467,0.693924635
232.632467,0.799688474
232.652467,0.809950249
232.672467,0.892536147
232.692467,0.727171492
232.712467,0.833983528
232.732467,0.732333202
232.752467,0.789614357
232.772467,0.782447466
232.792467,0.630132338
232.812467,0.729502196
232.832467,0.707850708
232.852467,0.765759559
232.872467,0.661796043
232.892467,0.757826888
232.912467,0.701341363
232.932467,0.679661941
232.952467,0.676457195
232.972467,0.758291577
232.992467,0.741041987
233.012467,0.824439288
233.032467,0.873757156
233.052467,0.875748975
233.072467,0.964224286
233.092467,0.953700685
233.112467,0.960096319
233.132467,0.918010292
233.152467,0.894618834
233.172467,0.960307817
233.192467,0.80538514
233.212467,0.831288344
233.232467,0.799625468
233.252467,0.779475983
233.272467,0.711184211
233.292467,0.570819373
233.312467,0.633811056
233.332467,0.706530291
233.352467,0.81236952
233.372467,0.746107152
233.392467,0.785756501
233.412467,0.78867165
233.432467,0.857701985
233.452467,0.696824446
233.472467,0.714989227
233.492467,0.818090788
233.512467,0.790092879
233.532467,0.78897276
233.544467,0.852140078
233.569467,0.715867159
233.589467,0.704017693
233.609467,0.901885176
233.629467,0.77981278
233.649467,0.815892314
233.669467,0.92077539
233.687467,0.885455295
233.809467,0.717685679
233.819467,0.735096723
233.829467,0.609143328
233.839467,0.739940703
233.849467,0.571636364
233.859467,0.535376683
233.869467,0.535474072
233.879467,0.52800309
233.889467,0.598825832
233.899467,0.513366912
233.909467,0.508262945
233.919467,0.596182085
233.929467,0.778485041
233.939467,0.716740576
233.949467,0.809410363
233.959467,0.60546875
233.969467,0.716475096
233.979467,0.618436406
233.989467,0.601441242
233.999467,0.632050606
234.009467,0.680900173
234.019467,0.555213148
234.045467,0.402625153
234.059467,0.431586608
234.069467,0.533905579
234.079467,0.517414601
234.089467,0.601232812
234.099467,0.632061806
234.109467,0.623650638
234.119467,0.531146332
234.129467,0.614205416
234.139467,0.684735202
234.149467,0.691358025
234.159467,0.785289747
234.169467,0.736083824
234.179467,0.901526718
234.186467,0.70797546
234.204467,0.578348987
234.209467,0.632086852
234.219467,0.652795031
234.229467,0.640180879
234.239467,0.813617607
234.249467,0.676604018
234.259467,0.598420413
234.269467,0.689903846
234.279467,0.669339914
234.289467,0.712790698
234.299467,0.875980043
234.309467,0.836293436
234.329467,0.735104092
234.339467,0.667459845
234.349467,0.787453875
234.359467,0.710154674
234.369467,0.657250471
234.379467,0.713905522
234.389467,0.671944269
234.399467,0.647912886
234.409467,0.639371845
234.419467,0.659946237
234.429467,0.714699493
234.439467,0.591905565
234.449467,0.759425494
234.457467,0.763001975
234.479467,1.007685739
234.513467,0.736585366
234.523467,0.672049689
234.533467,0.914877868
234.543467,0.67777066
234.553467,0.650378127
234.563467,0.698358413
234.573467,0.635118306
234.583467,0.534997287
234.594467,0.582230624
234.634467,0.612846199
234.644467,0.605960265
234.654467,0.533814247
234.664467,0.614636643
234.674467,0.589928058
234.684467,0.511789182
234.694467,0.518407534
234.704467,0.456124722
234.714467,0.52689295
234.724467,0.590020576
234.734467,0.517751479
234.749467,0.532591415
234.759467,0.544977814
234.769467,0.580930411
234.779467,0.504609929
234.789467,0.517537581
234.799467,0.540114132
234.809467,0.527055517
234.819467,0.535296338
234.829467,0.484748011
234.839467,0.443146896
234.849467,0.486987736
234.859467,0.514512679
234.869467,0.408670367
234.879467,0.403679955
234.889467,0.433530678
234.899467,0.392289157
234.909467,0.502194185
234.919467,0.426789077
234.929467,0.429899682
234.939467,0.456819822
234.949467,0.416322788
234.959467,0.377743635
234.969467,0.3763644
234.979467,0.313791277
234.989467,0.347735638
234.999467,0.337580645
235.009467,0.365573498
235.019467,0.374371424
235.029467,0.316485753
235.039467,0.41789927
235.049467,0.446544137
235.059467,0.396037121
235.069467,0.496069869
235.079467,0.598961713
235.089467,0.473353194
235.099467,0.59270073
235.109467,0.62345461
235.119467,0.584485666
235.129467,0.635860307
235.139467,0.565057132
235.154467,0.579052038
235.164467,0.576479076
235.174467,0.481604121
235.184467,0.530292231
235.194467,0.55676381
235.204467,0.60727729
235.214467,0.595064725
235.224467,0.704624782
235.239467,0.539316591
235.249467,0.673546757
235.259467,0.746143058
235.269467,0.704517199
235.279467,0.672926448
235.304467,0.85177453
235.322467,0.942711288
235.340467,0.833505688
235.358467,0.724154826
235.379467,0.591029024
235.399467,0.67032967
235.419467,0.681573276
235.439467,0.657527658
235.459467,0.857696567
235.504467,0.660150376
235.525467,0.726484612
235.546467,0.690805533
235.571467,0.726081258
235.589467,0.623690205
235.606467,0.747903564
235.623467,0.644757433
235.644467,0.74013677
235.664467,0.701060752
235.684467,0.597235462
235.700467,0.841820152
235.762467,0.593502707
235.780467,0.558120363
235.798467,0.540582524
235.816467,0.658253205
235.834467,0.647503147
235.852467,0.619521912
235.874467,0.464579256
235.896467,0.444055944
235.918467,0.520420542
235.939467,0.598024872
235.959467,0.628898539
235.979467,0.555633803
235.999467,0.573734865
236.019467,0.471855256
236.039467,0.544833242
236.059467,0.560831622
236.079467,0.595520082
236.099467,0.474133471
236.119467,0.494907909
236.139467,0.557179708
236.159467,0.405478955
236.179467,0.449164593
236.199467,0.368328819
236.219467,0.417311341
236.239467,0.558562092
236.259467,0.377880184
236.279467,0.424445661
236.299467,0.414513961
236.319467,0.391573927
236.339467,0.396480659
236.356467,0.355929538
236.376467,0.414734213
236.398467,0.405117979
236.420467,0.349372044
236.440467,0.400723265
236.460467,0.416372957
236.480467,0.384049681
236.500467,0.34881589
236.522467,0.367182357
236.542467,0.421551422
236.562467,0.402945818
236.582467,0.415852334
236.604467,0.449484198
236.624467,0.56684492
236.644467,0.523338352
236.664467,0.65130674
236.684467,0.699597315
236.704467,0.673397717
236.711467,0.709820019
236.730467,0.626604069
236.749467,0.877303018
236.774467,0.824567994
236.794467,0.665073404
236.814467,0.751677852
236.836467,0.849781659
236.858467,0.650890143
236.889467,0.684514003
236.900467,0.736649932
236.932467,0.547958215
236.941589,0.935143899
236.961589,0.684188742
236.981589,0.811364515
237.001589,0.835799859
237.021589,0.772627737
237.041589,0.516583748
237.061589,0.510822511
237.081589,0.729021559
237.091589,0.567164179
237.131589,0.714576962
237.141589,0.819808028
237.161589,0.57227388
237.181589,0.497314235
237.201589,0.391605166
237.221589,0.888497135
237.241589,0.948653199
237.261589,0.496788009
237.281589,0.897014425
237.291589,0.941157556
237.321589,0.686695279
237.341589,0.600892857
237.361589,0.618623962
237.381589,0.593406593
237.401589,0.360308285
237.411589,0.539473684
237.441589,0.582557155
237.461589,0.657348243
237.481589,0.384383089
237.501589,0.420041439
237.521589,0.532899392
237.541589,0.531519022
237.561589,0.555528933
237.581589,0.680144218
237.601589,0.581190433
237.621589,0.411635909
237.641589,0.533956244
237.661589,0.65007776
237.681589,0.743839961
237.701589,0.80613068
237.721589,0.453555219
237.741589,0.769923581
237.751589,0.817131586
237.771589,0.371853952
237.781589,0.471360817
237.801589,0.802837718
237.821589,0.651902887
237.841589,0.820228735
237.861589,0.690537084
237.881589,0.747743468
237.901589,0.69614711
237.921589,0.518374165
237.941589,0.632540357
237.951589,0.67239011
237.981589,0.466046512
238.001589,0.663796331
238.021589,0.406954528
238.041589,0.538318452
238.061589,0.523241955
238.081589,0.580339518
238.111589,0.430288462
238.131589,0.653675214
238.151589,0.627681458
238.161589,0.534862932
238.181589,0.518360376
238.211589,0.289172306
238.231589,0.356664951
238.241589,0.642014388
238.271589,0.519224758
238.291589,0.54682869
238.311589,0.758009331
238.331589,0.615861214
238.351589,0.747105966
238.371589,0.803048066
238.381589,0.762467192
238.391589,0.578465425
238.441589,0.464988198
238.451589,0.580577648
238.471589,0.735373886
238.491589,0.652449324
238.511589,0.567296568
238.531589,0.571671629
238.551589,0.387928222
238.571589,0.637099191
238.591589,0.49325054
238.601589,0.739090632
238.611589,0.488631831
238.621589,0.400126024
238.631589,0.643615495
238.651589,0.483895903
238.671589,0.6534937
238.691589,1.014459225
238.711589,0.86598596
238.741589,0.659793814
238.751589,0.686123348
238.771589,0.475212003
238.791589,0.867902324
238.831589,0.644998422
238.851589,0.759645613
238.871589,0.577013521
238.891589,0.389817912
238.911589,0.377159713
238.931589,0.567619048
238.951589,0.696100917
238.971589,0.579133858
238.991589,0.446291042
239.011589,0.695963209
239.031589,0.3891561
239.051589,0.641274986
239.071589,0.461500248
239.091589,0.423441397
239.111589,0.493609251
239.131589,0.443962848
239.151589,0.510480888
239.171589,0.404805915
239.191589,0.406158968
239.201589,0.419609665
239.231617,0.767924528
239.256617,0.605633803
239.286617,0.708465608
239.329617,0.726958027
239.349617,0.674407354
239.369617,0.82927908
239.379617,0.628661916
239.401617,0.511703277
239.423617,0.596558989
239.444617,0.648739496
239.465617,0.583681214
239.486617,0.63511928
239.506617,0.595397179
239.526617,0.661976664
239.546617,0.640972222
239.566617,0.625866747
239.586617,0.670501758
239.603617,0.514108352
239.623617,0.448915663
239.641617,0.509220232
239.658617,0.492400419
239.675617,0.446837147
239.699617,0.431581234
239.715617,0.456186127
239.741617,0.474189676
239.761617,0.441759881
239.781617,0.396206027
239.801617,0.370902613
239.821617,0.430262316
239.841617,0.431322076
239.861617,0.506388889
239.876617,0.479269749
239.906617,0.475842156
239.919617,0.38722597
239.944617,0.441671998
239.961617,0.431615569
239.979617,0.380868692
239.998617,0.406110283
240.017617,0.379272628
240.033617,0.51309993
240.053617,0.515915668
240.073617,0.536659108
240.093617,0.588249009
240.113617,0.584401237
240.134617,0.466479845
240.155617,0.489365854
240.175617,0.580731707
240.196617,0.568124118
240.218617,0.615843733
240.239617,0.506397498
240.260617,0.613785937
240.280617,0.541731791
240.300617,0.672812605
240.320617,0.769230769
240.340617,0.826875
240.360617,0.570198675
240.380617,0.610999714
240.394617,0.480361488
240.461617,0.744579462
240.488617,0.811811812
240.508617,0.743109724
240.534617,0.784339925
240.558617,0.743833505
240.62,0.906203177
240.64,0.940712817
240.66,0.874791319
240.68,1.032174556
240.7,0.832268371
240.72,0.695011338
240.74,0.72614463
240.76,0.713983946
240.78,0.710504549
240.8,0.780539773
240.82,0.805212162
240.84,0.653155941
240.85,0.506347555
240.88,0.480516938
240.9,0.60538533
240.91,0.562256809
240.94,0.504763201
240.96,0.498328558
240.98,0.439679415
241,0.468935921
241.02,0.513505462
241.04,0.469453044
241.06,0.430870417
241.08,0.393610953
241.09,0.493243243
241.12,0.49325054
241.14,0.553666312
241.16,0.760233918
241.19,0.942950285
241.2,1.179595278
241.22,1.051020408
241.24,0.861646235
241.26,0.618850575
241.31,0.892241379
241.32,0.953719723
241.34,0.667635659
241.36,0.582352941
241.38,0.580215274
241.4,0.571570084
241.42,0.6275
241.44,0.852451434
241.46,0.770114943
241.48,0.673396142
241.5,0.695939566
241.59,0.564331665
241.6,0.739064857
241.62,0.799580273
241.64,0.634389926
241.66,0.763618677
241.68,0.683988171
241.7,0.560659187
241.76,0.432216738
241.79,0.522668832
241.8,0.463020342
241.87,0.661891117
241.89,0.380437794
241.9,0.485434322
241.91,0.384836852
242.03,0.38407699
242.05,0.287707062
242.08,0.538479867
242.09,0.598653547
242.11,0.460888525
242.12,0.479949875
242.15,0.473478939
242.17,0.347377232
242.2,0.388098999
242.21,0.338934686
242.23,0.422632794
242.25,0.359519726
242.27,0.409486931
242.29,0.561596696
242.31,0.559435364
242.33,0.358722359
242.35,0.349271573
242.37,0.451666667
242.39,0.322385806
242.42,0.484237074
242.43,0.467458043
242.45,0.56566916
242.47,0.575935106
242.49,0.543753161
242.51,0.388503873
242.53,0.475490196
242.55,0.335089568
242.57,0.527081649
242.59,0.437394533
242.61,0.358153388
242.63,0.502964427
242.66,0.320574163
242.67,0.316264184
242.69,0.450378072
242.71,0.542108422
242.73,0.413545296
242.75,0.476252319
242.77,0.50414987
242.79,0.36350609
242.81,0.447035475
242.83,0.43079096
242.85,0.404369949
242.86,0.564261556
242.91,0.384285331
242.93,0.444747951
242.95,0.354967198
242.97,0.414083153
242.99,0.32708372
243.01,0.277681159
243.03,0.294262151
243.05,0.326825127
243.07,0.352511244
243.12,0.573838825
243.13,0.542726441
243.14,0.517274289
243.18,0.623298639
243.2,0.552446011
243.22,0.495085995
243.24,0.544376988
243.26,0.257856341
243.28,0.384023669
243.3,0.445138269
243.32,0.359308771
243.34,0.525516796
243.36,0.29516749
243.38,0.332857143
243.4,0.40308255
243.42,0.399856768
243.44,0.362729172
243.46,0.329246935
243.48,0.375919732
243.5,0.309403862
243.52,0.363152644
243.54,0.313276977
243.59,0.262580724
243.6,0.264036958
243.65,0.157273754
243.66,0.202406665
243.7,0.351967912
243.72,0.443010753
243.74,0.40473992
243.76,0.356350527
243.78,0.331468943
243.8,0.298556597
243.82,0.331717275
243.84,0.393681319
243.86,0.289299504
243.88,0.477272727
243.9,0.54147651
243.92,0.302747399
243.94,0.533589686
243.96,0.540016168
243.98,0.470329101
244,0.478034832
244.02,0.518151815
244.04,0.383561644
244.06,0.418814864
244.08,0.502972652
244.1,0.355755396
244.12,0.330856472
244.23,0.745859681
244.25,0.81657565
244.27,0.80868509
244.29,0.92078877
244.31,0.92369727
244.33,0.974918212
244.35,0.623916293
244.37,0.580485116
244.39,0.553666312
244.41,0.480429293
244.43,0.388086006
244.45,0.390128755
244.47,0.367154066
244.49,0.382447378
244.51,0.377829264
244.53,0.407556123
244.55,0.434550147
244.57,0.313599246
244.58,0.282340393
244.59,0.293110477
244.68,0.287166742
244.69,0.294117647
244.71,0.352353085
244.73,0.501289491
244.75,0.416549395
244.77,0.475614098
244.89,0.558532193
244.91,0.336246927
244.93,0.385785536
244.94,0.599770642
244.98,0.559357542
244.99,0.562042125
245.01,0.516658734
245.02,0.545245985
245.05,0.564910734
245.07,0.37797431
245.09,0.561513209
245.11,0.32665299
245.13,0.208588957
245.15,0.368375326
245.17,0.407122444
245.19,0.356199237
245.23,0.185229701
245.31,0.816387749
245.33,1.040561622
245.35,1.084838303
245.37,0.927160756
245.39,1.003402904
245.43,1.120585428
245.45,1.051499118
245.47,0.896067416
245.49,0.837660204
245.51,0.866090713
245.53,0.91920045
245.55,0.824657534
245.57,0.796264856
245.59,0.829282989
245.62,0.964466121
245.63,0.905225225
245.65,0.902669011
245.67,0.939719778
245.69,0.873227405
245.71,0.876364321
245.73,0.855169768
245.75,0.851241394
245.77,0.93987049
245.79,0.835749941
245.81,0.949986335
245.83,0.893131795
245.85,0.64224572
245.87,0.709427703
245.89,0.577073171
245.91,0.702223473
245.93,0.624886467
245.95,0.610029341
245.97,0.640718563
245.99,0.750332712
246.01,0.623065402
246.03,0.528370404
246.05,0.608157654
246.07,0.508353222
246.09,0.447836086
246.11,0.492534036
246.13,0.394546726
246.15,0.455447942
246.17,0.428532085
246.19,0.421875
246.21,0.48343326
246.23,0.562405561
246.25,0.353763099
246.27,0.581177937
246.29,0.459559798
246.31,0.414472123
246.33,0.436373277
246.35,0.560070671
246.36,0.594887218
246.39,0.603428571
246.4,0.649309486
246.41,0.470461406
246.45,0.408716922
246.46,0.388094236
246.49,0.479770366
246.51,0.635615633
246.59,0.783026421
246.6,0.746060333
246.62,0.600829138
246.64,0.486250404
246.65,0.625789776
246.68,0.626443769
246.7,0.584842884
246.72,0.718449712
246.74,0.694135338
246.81,0.46430367
246.82,0.602141901
246.84,0.595917421
246.86,0.758154506
246.89,0.685470085
246.9,0.811955168
246.92,0.866367209
246.94,0.820266562
246.96,0.933736114
246.98,0.834699714
247,0.963576797
247.02,0.992974239
247.05,0.540054496
247.1,0.888560158
247.12,0.581776191
247.135,0.688033146
247.155,0.709155702
247.175,0.607779579
247.203,0.5794859
247.229,0.738938053
247.25,0.822464558
247.27,0.595124536
247.292,0.58233423
247.314,0.600041339
247.335,0.501317176
247.355,0.786731504
247.375,0.703947368
247.395,0.518360071
247.425,0.701855406
247.445,0.801108374
247.465,0.842755444
247.485,0.650547264
247.505,0.607774799
247.52,0.687877824
247.545,0.566719936
247.565,0.706315144
247.585,0.667599068
247.6,0.640115668
247.62,0.567535545
247.637,0.631688312
247.657,0.488756785
247.675,0.665293512
247.695,0.485350318
247.728,0.662609872
247.742,0.786952335
247.883,0.913315821
247.903,0.932181142
247.923,0.980505415
247.943,0.969611307
247.963,0.963540569
247.983,0.976114986
248.003,0.947219414
248.023,1.061276379
248.043,0.980042576
248.063,0.991962665
248.08,0.962237762
248.095,0.961006637
248.115,0.900946832
248.138,1.037349706
248.158,1.031194296
248.198,1.011404562
248.227,0.991422656
248.239,1.023483948
248.255,0.92527288
248.27,1.011094453
248.29,0.843803056
248.31,0.889958735
248.329,0.748041136
248.37,0.905137094
248.39,0.802973978
248.41,0.929414852
248.43,0.971802102
248.45,0.92870249
248.47,0.995382395
248.49,0.875136612
248.53,1.053017945
248.565,0.806491885
248.61,0.938665641
248.63,0.997935484
248.65,0.851879889
249.672,0.881768784
249.692,0.936199723
249.712,0.913501647
249.732,0.960236018
249.752,0.938129834
249.772,0.803230796
249.792,0.785692402
249.812,0.728948076
249.832,0.693654955
249.852,0.769638332
249.872,0.791010953
249.892,0.733035144
249.912,0.726667591
249.932,0.750193708
249.952,0.838845883
249.972,0.792369273
249.992,0.795780737
250.012,0.842722553
250.032,0.92547741
250.052,0.814757368
250.072,0.904761905
250.092,0.853197674
250.112,0.907439234
250.132,0.778699552
250.152,0.832282177
250.172,0.779505947
250.192,0.851875397
250.212,0.758229537
250.232,0.832808989
250.252,0.766049806
250.272,0.819516817
250.292,0.818105966
250.312,0.828178008
250.332,0.777884431
250.352,0.776597762
250.372,0.853976802
250.392,0.89572946
250.412,0.866067088
250.432,0.921925134
250.452,0.880731364
250.472,0.915015015
250.492,0.94389625
250.512,0.999420961
250.532,0.905081248
250.552,0.895424837
250.572,0.882673052
250.592,0.93335939
250.61,0.867123012
250.645,1.052005127
250.665,0.941991502
250.685,1.121536524
250.705,1.054244385
250.725,1.031107877
250.745,0.968982845
250.765,0.989397212
250.785,1.078168862
250.805,0.998727735
250.825,1.102664385
250.845,1.039951865
250.865,1.064373464
250.885,1.011701381
250.905,1.057821497
250.925,0.984593838
250.945,1.107123583
250.965,1.128211991
250.982,1.069749419
251.002,1.011336228
251.022,0.985109551
251.042,1.032258065
251.062,1.058153477
251.082,1.054891635
251.102,1.036935705
251.122,1.103346457
251.142,1.01513602
251.162,0.993905094
251.182,1.08672736
251.202,1.070886076
251.222,0.991527536
251.242,1.003419253
251.262,1.087190206
251.282,1.094131319
251.302,0.994391026
251.322,1.107270233
251.342,1.083211323
251.362,0.986433152
251.382,1.024523161
251.402,1.043541717
251.422,0.949690033
251.442,1.08753862
251.462,1.007665505
251.482,1.091865358
251.502,0.997180043
251.522,1.029237095
251.542,0.990831843
251.56,0.958553792
251.575,1.066072968
251.595,1.048140044
251.615,1.049983876
251.635,1.137024221
251.655,1.107329843
251.675,0.949099938
251.695,1.080608611
251.715,1.0512
252.476989,0.893791543
252.496989,0.955349007
252.516989,1.015827338
252.536989,1.035697728
252.556989,1.042612911
252.576989,1.073258197
252.596989,1.05673409
252.616989,1.070103589
252.636989,1.039936465
252.656989,1.055635838
252.676989,0.993993994
252.696989,0.984773952
252.716989,0.939251381
252.736989,1.002784322
252.756989,1.145866009
252.776989,1.165963119
252.796989,1.032019212
252.816989,1.116442879
252.836989,1.070825211
252.856989,1.111820331
252.876989,0.986967854
252.896989,1.09521576
252.916989,1.017845484
252.936989,1.067386038
252.956989,1.023380874
252.976989,1.098533007
252.996989,1.075803802
253.016989,1.120640905
253.036989,1.053946496
253.056989,1.028181227
253.076989,1.060970464
253.096989,1.09743115
253.116989,1.116138763
253.136989,1.096113568
253.156989,1.021205821
253.176989,0.931776172
253.196989,0.912175062
253.216989,0.838162799
253.236989,0.832630098
253.256989,0.749847468
253.286989,0.824462061
253.296989,0.844523471
253.316989,0.87617944
253.336989,0.858853585
253.356989,0.771586256
253.376989,0.814238237
253.396989,0.785612072
253.416989,0.856521129
253.436989,0.894823336
253.456989,0.922606925
253.476989,0.897316926
253.496989,1.060928433
253.516989,1.184711481
253.536989,1.093631778
253.556989,1.184450228
253.576989,1.153922215
253.596989,1.147597977
253.616989,1.039525692
253.636989,1.095849507
253.656989,1.184227129
253.676989,1.013835511
253.696989,1.056463596
253.716989,1.024775322
253.736989,1.014336918
253.756989,0.956540264
253.776989,0.890805687
253.796989,1.004163927
253.816989,1.038022814
253.836989,1.062997658
253.856989,1.074539949
253.876989,1.020805957
253.896989,0.93910522
253.916989,0.912447786
253.956989,1.016027976
253.976989,0.987789203
253.996989,1.016682113
254.016989,1.23062122
254.036989,1.153232697
254.056989,1.152793946
254.076989,1.15823153
254.096989,1.20531401
254.116989,1.169315403
254.136989,1.113207547
254.156989,1.272151899
254.176989,1.076328178
254.196989,1.128834356
254.216989,1.333605887
254.236989,1.113555713
254.256989,1.098596491
254.276989,1.08603619
254.296989,1.156206897
254.316989,1.133504493
254.336989,1.223521973
254.356989,1.143147503
254.376989,1.216370922
254.396989,1.198556999
254.416989,1.147379622
254.436989,1.161214342
254.456989,1.17721519
254.476989,1.176356589
254.496989,1.190656225
254.516989,1.230350665
254.536989,1.164876633
254.556989,1.188172043
254.576989,1.176220111
254.596989,1.230795729
254.616989,1.128345695
254.636989,1.264954258
254.656989,1.083308539
254.676989,1.163967036
254.696989,1.114278507
254.716989,1.024675325
254.736989,1.099536526
254.756989,1.211767348
254.776989,1.192624639
254.796989,1.06163522
254.816989,0.999507793
254.836989,1.141228748
254.886989,1.026174123
254.906989,1.020032376
254.926989,1.056060927
254.946989,1.184197531
254.966989,1.086044071
254.986989,1.120567376
255.006989,1.120694483
255.026989,1.114688664
255.046989,1.186192469
255.066989,1.03974026
255.086989,1.12503151
255.106989,1.136839351
255.126989,1.05166745
255.146989,1.130259511
255.166989,1.097690531
255.186989,1.14265233
255.206989,1.116814159
255.226989,1.139136395
255.246989,1.14774672
255.266989,1.157271557
255.286989,1.068146618
255.306989,1.203644779
255.326989,1.076106653
255.346989,1.170257488
255.366989,1.161160355
255.386989,1.119277721
255.406989,1.099769172
255.426989,1.061538462
255.446989,1.116917204
255.466989,1.160051546
255.486989,1.152031136
255.506989,1.059486255
255.526989,1.09704445
255.546989,1.152324195
255.566989,1.106553998
255.596989,1.006392694
255.606989,0.904686885
255.626989,0.886055345
255.646989,0.906336597
255.666989,0.991740532
255.686989,0.963640275
255.706989,1.101089729
255.726989,1.051212327
255.746989,1.035519721
255.766989,1.078847442
255.786989,1.025356577
255.806989,0.959614127
255.826989,0.933556333
255.846989,0.936960145
255.866989,0.88915025
255.886989,0.874128984
255.906989,0.939147737
255.926989,0.949060336
255.946989,0.989247312
255.966989,0.956162536
255.986989,1.007152026
256.006989,0.972080292
256.026989,0.873266632
256.046989,0.933794296
256.066989,0.922658311
256.086989,1.016072059
256.106989,0.936507937
256.126989,0.967096073
256.146989,1.088473623
256.166989,1.066666667
256.186989,0.961570044
256.206989,1.057507429
256.226989,1.099657094
256.246989,1.074994029
256.266989,1.07551888
256.286989,1.030280091
256.306989,1.164556962
256.326989,1.040857
256.346989,1.073182592
256.386989,1.378760665
256.406989,1.235732648
256.426989,1.304596209
256.446989,1.157962883
256.466989,1.016173379
256.486989,1.000563142
256.506989,1.136899747
256.526989,1.1035313
256.546989,1.086362063
256.566989,1.132851161
256.586989,1.058547532
256.606989,1.09064143
256.626989,1.054712545
256.646989,1.087842278
256.666989,1.106040268
256.686989,1.126712329
256.706989,1.162067545
256.726989,1.075222755
256.746989,1.037850675
256.766989,1.013459621
256.786989,1.047991654
256.806989,1.048499268
256.826989,1.046306927
256.846989,1.053739273
256.866989,1.066095195
256.886989,1.104748982
256.906989,1.016419919
256.916989,1.260822802
257.056989,1.144511668
257.076989,1.246290091
257.096989,1.166451945
257.116989,1.199236641
257.136989,1.168441704
257.156989,1.228651685
257.176989,1.162468157
257.196989,1.29324547
257.216989,1.293188854
257.236989,1.230536201
257.256989,1.147365455
257.276989,1.098515134
257.296989,1.201629328
257.316989,1.285062367
257.336989,1.312540823
257.356989,1.248322148
257.376989,1.262789445
257.396989,1.252277328
257.416989,1.337541025
257.436989,1.212554532
257.456989,1.327181208
257.476989,1.213495825
257.496989,1.261173533
257.516989,1.195850827
257.536989,1.26229058
257.556989,1.214346956
257.576989,1.294498382
257.596989,1.224559409
257.616989,1.232603816
257.636989,1.162835249
257.656989,1.246687985
257.676989,1.244154203
257.696989,1.123880908
257.716989,1.222441809
257.736989,1.169942816
257.756989,1.194841867
257.776989,1.190371113
257.796989,1.202859696
257.816989,1.109371649
257.836989,1.184585067
257.856989,1.16748112
257.876989,1.188112047
257.896989,1.198177144
257.916989,1.097809475
257.936989,1.213730223
257.956989,1.22930881
257.976989,1.242202419
257.996989,1.229040097
258.016989,1.227602108
258.036989,1.286061026
258.056989,1.210870313
258.076989,1.254150702
258.096989,1.104080987
258.116989,1.357117117
258.136989,1.271571906
258.156989,1.245991129
258.176989,1.266950657
258.196989,1.234070221
258.216989,1.247166247
258.236989,1.305259761
258.256989,1.213442325
258.276989,1.290253481
258.296989,1.173035104
258.316989,1.144121365
258.336989,1.213826367
258.356989,1.167678058
258.376989,1.136422977
258.416989,1.028416347
258.436989,0.88225539
258.456989,0.948997538
258.476989,0.854538956
258.496989,0.846253649
258.516989,0.809768638
258.536989,0.72747184
258.556989,0.80722135
258.576989,0.787228608
258.596989,0.772753623
258.616989,0.85492073
258.636989,0.872881356
258.656989,0.877162123
258.676989,0.897749375
258.696989,0.764801738
258.716989,0.797000833
258.736989,0.898773806
258.756989,0.851627137
